cds,stype,name,sname,snum,dname,dnum,cname,cnum,flag,pcttest,api00,api99,target,growth,sch.wide,comp.imp,both,awards,meals,ell,yr.rnd,mobility,acs.k3,acs.46,acs.core,pct.resp,not.hsg,hsg,some.col,col.grad,grad.sch,avg.ed,full,emer,enroll,api.stu
19647336019798,E,Vintage Street ,Vintage Street Fundamental,1972,Los Angeles Unified,401,Los Angeles,18,NA,99,769,712,4,57,Yes,Yes,Yes,Yes,49,15,NA,19,19,32,NA,46,2,12,26,49,12,3.569999933242798,94,9,557,540
19647336019806,E,Virginia Road E,Virginia Road Elementary,1973,Los Angeles Unified,401,Los Angeles,18,NA,99,519,446,18,73,Yes,Yes,Yes,Yes,94,40,NA,21,18,26,NA,21,21,25,27,20,7,2.6500000953674316,48,29,360,312
19647336019814,E,Wadsworth Avenu,Wadsworth Avenue Elementary,1974,Los Angeles Unified,401,Los Angeles,18,NA,99,411,380,21,31,Yes,No,No,No,100,77,No,23,18,32,NA,16,46,33,15,5,1,1.809999942779541,60,29,1037,890
19647336019822,E,Walgrove Avenue,Walgrove Avenue Elementary,1975,Los Angeles Unified,401,Los Angeles,18,NA,96,569,474,16,95,Yes,Yes,Yes,Yes,82,60,NA,10,16,31,NA,0,0,0,0,0,0,NA,72,24,184,171
19647336019830,E,Warner Avenue E,Warner Avenue Elementary,1976,Los Angeles Unified,401,Los Angeles,18,NA,100,925,914,NA,11,Yes,Yes,Yes,Yes,5,5,NA,10,19,30,NA,35,0,2,1,27,70,4.650000095367432,93,3,397,354
19647336019848,E,Weigand Avenue ,Weigand Avenue Elementary,1977,Los Angeles Unified,401,Los Angeles,18,NA,96,386,358,22,28,Yes,Yes,Yes,Yes,96,65,No,23,19,25,NA,1,40,60,0,0,0,1.600000023841858,46,42,364,302
19647336019855,E,Welby Way Eleme,Welby Way Elementary,1978,Los Angeles Unified,401,Los Angeles,18,NA,99,894,860,NA,34,Yes,Yes,Yes,Yes,13,1,NA,22,19,26,NA,93,1,21,19,43,15,3.5,93,5,615,595
19647336019863,E,West Athens Ele,West Athens Elementary,1979,Los Angeles Unified,401,Los Angeles,18,NA,94,459,446,18,13,No,No,No,No,98,42,No,30,19,27,NA,31,22,31,22,24,0,2.490000009536743,51,40,761,544
19647336019871,E,West Hollywood ,West Hollywood Elementary,1980,Los Angeles Unified,401,Los Angeles,18,NA,99,529,434,18,95,Yes,Yes,Yes,Yes,88,60,NA,29,14,28,NA,85,35,31,13,18,3,2.2300000190734863,80,10,178,154
19647336019889,E,West Vernon Ave,West Vernon Avenue Elementary,1981,Los Angeles Unified,401,Los Angeles,18,NA,96,356,332,23,24,Yes,Yes,Yes,Yes,100,79,No,17,19,28,NA,2,39,28,17,17,0,2.109999895095825,44,46,954,833
19647336019905,E,Western Avenue ,Western Avenue Elementary,1982,Los Angeles Unified,401,Los Angeles,18,NA,97,458,435,18,23,Yes,No,No,No,99,44,NA,17,18,29,NA,29,47,46,3,3,0,1.6200000047683716,65,27,553,491
19647336019913,E,Westminster Ave,Westminster Avenue Elementary,1983,Los Angeles Unified,401,Los Angeles,18,NA,97,579,536,13,43,Yes,Yes,Yes,Yes,91,42,NA,15,18,23,NA,30,57,27,3,12,1,1.7400000095367432,82,13,477,410
19647336019921,E,Westport Height,Westport Heights Elementary,1984,Los Angeles Unified,401,Los Angeles,18,NA,100,666,641,8,25,Yes,Yes,Yes,Yes,59,23,NA,16,18,26,NA,55,6,23,27,42,2,3.109999895095825,75,9,414,369
19647336019939,E,Westwood Elemen,Westwood Elementary,1985,Los Angeles Unified,401,Los Angeles,18,NA,100,872,842,NA,30,Yes,Yes,Yes,Yes,13,9,NA,8,18,31,NA,91,1,12,9,34,44,4.090000152587891,95,5,483,438
19647336019947,E,White Point Ele,White Point Elementary,1986,Los Angeles Unified,401,Los Angeles,18,NA,100,801,752,2,49,Yes,Yes,Yes,Yes,21,1,NA,15,17,29,NA,51,2,14,19,50,14,3.609999895095825,76,16,284,248
19647336019954,E,Wilbur Avenue E,Wilbur Avenue Elementary,1987,Los Angeles Unified,401,Los Angeles,18,NA,91,787,735,3,52,Yes,Yes,Yes,No,21,15,NA,14,17,30,NA,96,4,37,16,35,8,3.069999933242798,88,12,459,393
19647336019962,E,Wilmington Park,Wilmington Park Elementary,1988,Los Angeles Unified,401,Los Angeles,18,NA,100,514,457,17,57,Yes,Yes,Yes,Yes,96,60,NA,8,19,28,NA,1,0,50,0,50,0,3,82,13,770,746
19647336019970,E,Wilshire Crest ,Wilshire Crest Elementary,1989,Los Angeles Unified,401,Los Angeles,18,NA,100,563,563,12,0,No,No,No,No,81,33,NA,24,13,24,NA,64,24,24,25,24,3,2.5899999141693115,81,19,383,325
19647336019988,E,Wilton Place El,Wilton Place Elementary,1990,Los Angeles Unified,401,Los Angeles,18,NA,100,650,611,9,39,Yes,Yes,Yes,Yes,75,64,No,9,20,28,NA,68,19,24,13,38,6,2.880000114440918,80,10,848,793
19647336019996,E,Windsor Hills M,Windsor Hills Math Sci Elem.,1991,Los Angeles Unified,401,Los Angeles,18,NA,100,682,638,8,44,Yes,Yes,Yes,Yes,66,2,NA,21,20,27,NA,5,0,0,11,71,18,4.070000171661377,83,17,517,480
19647336020002,E,Winnetka Avenue,Winnetka Avenue Elementary,1992,Los Angeles Unified,401,Los Angeles,18,NA,98,564,540,13,24,Yes,No,No,No,77,54,NA,17,18,29,NA,78,21,33,17,25,3,2.559999942779541,68,21,429,376
19647336020010,E,Wonderland Aven,Wonderland Avenue Elementary,1993,Los Angeles Unified,401,Los Angeles,18,NA,100,903,891,NA,12,Yes,Yes,Yes,Yes,14,16,NA,22,19,30,NA,81,0,8,11,54,28,4.019999980926514,75,25,339,324
19647336020028,E,Woodcrest Eleme,Woodcrest Elementary,1994,Los Angeles Unified,401,Los Angeles,18,NA,93,428,396,20,32,Yes,Yes,Yes,No,97,43,No,24,19,30,NA,13,37,30,14,18,1,2.1600000858306885,59,39,922,726
19647336020036,E,Woodlake Avenue,Woodlake Avenue Elementary,1995,Los Angeles Unified,401,Los Angeles,18,NA,99,756,717,4,39,Yes,Yes,Yes,Yes,17,4,NA,14,19,31,NA,94,5,48,10,32,6,2.8499999046325684,90,10,455,402
19647336020044,E,Woodland Hills ,Woodland Hills Elementary,1996,Los Angeles Unified,401,Los Angeles,18,NA,100,880,856,NA,24,Yes,Yes,Yes,Yes,8,1,NA,8,19,30,NA,61,0,12,12,44,32,3.9600000381469727,91,6,435,417
19647336020051,E,Woodlawn Avenue,Woodlawn Avenue Elementary,1997,Los Angeles Unified,401,Los Angeles,18,NA,77,471,416,19,55,Yes,Yes,Yes,No,99,46,No,15,19,33,NA,44,36,27,15,13,9,2.309999942779541,64,30,743,544
19647336020069,E,Yorkdale Elemen,Yorkdale Elementary,1998,Los Angeles Unified,401,Los Angeles,18,NA,99,572,519,14,53,Yes,Yes,Yes,Yes,96,53,NA,10,19,29,NA,61,24,39,17,19,1,2.359999895095825,66,28,377,357
19647336057855,M,Adams (John) Mi,Adams (John) Middle,1999,Los Angeles Unified,401,Los Angeles,18,NA,98,414,406,20,8,No,No,No,No,90,52,No,9,NA,31,25,57,55,25,10,10,1,1.7799999713897705,72,24,2147,2034
19647336057871,M,Bancroft (Huber,Bancroft (Hubert Howe) Middle,2000,Los Angeles Unified,401,Los Angeles,18,NA,99,567,578,11,-11,No,No,No,No,85,33,NA,9,NA,28,25,83,24,23,17,29,7,2.740000009536743,68,19,1378,1205
19647336057889,M,Belvedere Middl,Belvedere Middle,2001,Los Angeles Unified,401,Los Angeles,18,NA,98,489,465,17,24,Yes,Yes,Yes,Yes,93,40,NA,15,NA,27,26,58,48,28,12,11,2,1.909999966621399,63,29,2160,1980
19647336057897,M,Burbank (Luther,Burbank (Luther) Middle,2002,Los Angeles Unified,401,Los Angeles,18,NA,100,491,480,16,11,No,No,No,No,83,26,NA,9,NA,28,24,76,25,50,13,11,1,2.140000104904175,74,16,1721,1672
19647336057905,M,Byrd (Richard E,Byrd (Richard E.) Middle,2003,Los Angeles Unified,401,Los Angeles,18,NA,100,498,504,15,-6,No,No,No,No,75,28,No,11,NA,28,23,44,34,26,17,20,3,2.319999933242798,70,24,1766,1681
19647336057913,M,Carnegie (Andre,Carnegie (Andrew) Middle,2004,Los Angeles Unified,401,Los Angeles,18,NA,99,584,575,11,9,No,No,No,No,70,13,NA,13,NA,30,25,53,16,24,24,34,2,2.809999942779541,71,19,1488,1228
19647336057921,M,Carver (George ,Carver (George Washington) Middle,2005,Los Angeles Unified,401,Los Angeles,18,NA,97,392,364,22,28,Yes,Yes,Yes,Yes,91,40,No,9,NA,27,26,34,52,23,11,13,2,1.8899999856948853,70,24,1790,1668
19647336057939,M,Nimitz (Chester,Nimitz (Chester W.) Middle,2006,Los Angeles Unified,401,Los Angeles,18,NA,98,441,419,19,22,Yes,Yes,Yes,Yes,90,37,No,9,NA,26,27,68,43,32,13,11,2,1.9800000190734863,54,38,3321,3094
19647336057947,M,Columbus (Chris,Columbus (Christopher) Middle,2007,Los Angeles Unified,401,Los Angeles,18,NA,99,554,533,13,21,Yes,No,No,No,70,28,NA,12,NA,28,27,53,23,22,20,30,6,2.740000009536743,86,8,1219,1147
19647336057954,M,Dana (Richard H,Dana (Richard Henry) Middle,2008,Los Angeles Unified,401,Los Angeles,18,NA,99,552,514,14,38,Yes,Yes,Yes,Yes,67,11,NA,10,NA,30,26,7,18,25,16,36,5,2.8399999141693115,76,21,1638,1535
19647336057962,M,Drew (Charles) ,Drew (Charles) Middle,2009,Los Angeles Unified,401,Los Angeles,18,NA,100,380,357,22,23,Yes,No,No,No,79,43,No,16,NA,28,26,39,41,25,14,16,4,2.1600000858306885,66,29,2212,2013
19647336057988,M,Emerson (Ralph ,Emerson (Ralph Waldo) Middle,2010,Los Angeles Unified,401,Los Angeles,18,NA,98,577,530,14,47,Yes,Yes,Yes,Yes,71,28,NA,19,NA,29,26,66,18,17,22,32,11,3.009999990463257,73,19,1392,1127
19647336057996,M,Fleming (Alexan,Fleming (Alexander) Middle,2011,Los Angeles Unified,401,Los Angeles,18,NA,97,553,533,13,20,Yes,Yes,Yes,Yes,70,14,NA,12,NA,31,29,51,22,24,22,27,4,2.6600000858306885,67,20,1629,1404
19647336058002,M,Fulton (Robert),Fulton (Robert) Middle,2012,Los Angeles Unified,401,Los Angeles,18,NA,98,444,441,18,3,No,No,No,No,81,47,NA,15,NA,31,27,53,39,27,14,18,3,2.180000066757202,67,25,1847,1725
19647336058028,M,Gompers (Samuel,Gompers (Samuel) Middle,2013,Los Angeles Unified,401,Los Angeles,18,NA,99,378,361,22,17,No,No,No,No,79,35,NA,21,NA,30,26,51,34,28,16,20,2,2.2799999713897705,43,30,1653,1549
19647336058036,M,Griffith (David,Griffith (David Wark) Middle,2014,Los Angeles Unified,401,Los Angeles,18,NA,99,453,448,18,5,No,No,No,No,80,48,NA,10,NA,30,29,2,30,36,9,24,0,2.2699999809265137,71,26,2066,1993
19647336058044,M,Harte (Bret) Pr,Harte (Bret) Prepatory Intermediate,2015,Los Angeles Unified,401,Los Angeles,18,NA,99,421,424,19,-3,No,No,No,No,91,27,NA,16,NA,31,29,46,35,30,16,16,2,2.200000047683716,66,21,1372,1295
19647336058051,M,Hollenbeck Midd,Hollenbeck Middle,2016,Los Angeles Unified,401,Los Angeles,18,NA,99,431,396,20,35,Yes,Yes,Yes,Yes,92,54,NA,7,NA,29,25,24,51,30,9,10,0,1.7799999713897705,48,38,1864,1774
19647336058069,M,Holmes (Oliver ,Holmes (Oliver Wendell) Middle,2017,Los Angeles Unified,401,Los Angeles,18,NA,98,611,613,9,-2,No,No,No,No,62,21,NA,11,NA,30,29,71,13,20,21,36,10,3.109999895095825,69,24,1669,1563
19647336058077,M,Irving (Washing,Irving (Washington) Middle,2018,Los Angeles Unified,401,Los Angeles,18,NA,99,545,513,14,32,Yes,No,No,No,88,34,NA,9,NA,29,25,59,35,25,18,21,2,2.309999942779541,66,23,1766,1650
19647336058085,M,King (Thomas St,King (Thomas Starr) Middle,2019,Los Angeles Unified,401,Los Angeles,18,NA,100,531,520,14,11,No,No,No,No,91,42,NA,14,NA,29,28,63,26,26,18,25,4,2.549999952316284,72,23,2174,2006
19647336058093,M,Lawrence (Ernes,Lawrence (Ernest) Middle,2020,Los Angeles Unified,401,Los Angeles,18,NA,98,660,642,8,18,Yes,No,No,No,52,22,NA,14,NA,32,31,71,12,17,25,36,10,3.140000104904175,77,16,1911,1647
19647336058101,M,Maclay (Charles,Maclay (Charles) Middle,2021,Los Angeles Unified,401,Los Angeles,18,NA,99,414,397,20,17,No,No,No,No,92,55,No,10,NA,30,23,57,55,23,11,10,2,1.8200000524520874,44,39,1465,1263
19647336058119,M,Mann (Horace) J,Mann (Horace) Junior High,2022,Los Angeles Unified,401,Los Angeles,18,NA,99,407,416,19,-9,No,No,No,No,77,16,NA,20,NA,29,26,50,16,30,21,28,4,2.740000009536743,54,33,1607,1290
19647336058127,M,Marina del Rey ,Marina del Rey Middle,2023,Los Angeles Unified,401,Los Angeles,18,NA,99,546,491,15,55,Yes,Yes,Yes,Yes,84,24,NA,13,NA,27,23,53,31,25,18,22,3,2.4100000858306885,63,31,881,770
19647336058135,M,Mark Twain Midd,Mark Twain Middle,2024,Los Angeles Unified,401,Los Angeles,18,NA,95,546,524,14,22,Yes,No,No,No,74,24,NA,15,NA,30,26,82,32,28,21,15,4,2.309999942779541,74,26,988,793
19647336058143,M,Bethune (Mary M,Bethune (Mary McLeod) Middle,2025,Los Angeles Unified,401,Los Angeles,18,NA,96,388,345,23,43,Yes,Yes,Yes,Yes,91,51,No,19,NA,24,26,60,43,28,13,13,2,2.0299999713897705,59,31,2266,2017
19647336058150,M,Millikan (Rober,Millikan (Robert A.) Middle,2026,Los Angeles Unified,401,Los Angeles,18,NA,97,643,604,10,39,Yes,Yes,Yes,Yes,45,20,NA,16,NA,33,29,83,13,15,24,39,9,3.1700000762939453,63,27,1934,1670
19647336058168,M,Mt. Gleason Mid,Mt. Gleason Middle,2027,Los Angeles Unified,401,Los Angeles,18,NA,99,558,524,14,34,Yes,Yes,Yes,Yes,77,25,NA,15,NA,29,28,64,17,25,23,31,4,2.799999952316284,66,18,1657,1492
19647336058176,M,Muir (John) Mid,Muir (John) Middle,2028,Los Angeles Unified,401,Los Angeles,18,NA,99,394,399,20,-5,No,No,No,No,86,32,NA,20,NA,29,26,39,31,29,18,21,2,2.319999933242798,49,39,1755,1542
19647336058184,M,Mulholland (Wil,Mulholland (William) Middle,2029,Los Angeles Unified,401,Los Angeles,18,NA,98,481,490,16,-9,No,No,No,No,79,40,NA,17,NA,29,28,47,29,30,16,21,4,2.4200000762939453,87,8,1525,1364
19647336058192,M,Nightingale (Fl,Nightingale (Florence) Middle,2030,Los Angeles Unified,401,Los Angeles,18,NA,98,469,462,17,7,No,No,No,No,97,41,NA,12,NA,30,27,7,37,28,16,17,2,2.200000047683716,58,34,1829,1673
19647336058200,M,Northridge Midd,Northridge Middle,2031,Los Angeles Unified,401,Los Angeles,18,NA,98,456,472,16,-16,No,No,No,No,81,40,NA,22,NA,30,27,49,30,27,18,22,2,2.390000104904175,72,25,1274,1090
19647336058218,M,Pacoima Middle,Pacoima Middle,2032,Los Angeles Unified,401,Los Angeles,18,NA,99,501,483,16,18,Yes,No,No,No,84,35,NA,9,NA,25,27,76,44,23,15,14,3,2.0799999237060547,59,33,2041,1955
19647336058226,M,Palms Middle,Palms Middle,2033,Los Angeles Unified,401,Los Angeles,18,NA,100,715,686,6,29,Yes,Yes,Yes,Yes,41,10,NA,15,NA,30,25,57,6,10,17,39,28,3.7300000190734863,84,12,1700,1611
19647336058242,M,Porter (George ,Porter (George K.) Middle,2034,Los Angeles Unified,401,Los Angeles,18,NA,99,731,737,3,-6,No,No,No,No,48,12,NA,12,NA,29,25,58,11,23,22,32,12,3.0999999046325684,82,13,1516,1347
19647336058267,M,Revere (Paul) M,Revere (Paul) Middle (Char),2035,Los Angeles Unified,401,Los Angeles,18,NA,98,751,747,3,4,Yes,No,No,No,22,8,NA,11,NA,33,26,84,7,10,13,42,28,3.7300000190734863,80,15,1732,1641
19647336058275,M,Frost (Robert) ,Frost (Robert) Middle,2036,Los Angeles Unified,401,Los Angeles,18,NA,99,684,663,7,21,Yes,Yes,Yes,Yes,36,15,NA,12,NA,31,30,84,8,17,19,40,15,3.380000114440918,72,22,1583,1501
19647336058283,M,San Fernando Mi,San Fernando Middle,2037,Los Angeles Unified,401,Los Angeles,18,NA,98,477,443,18,34,Yes,Yes,Yes,Yes,90,46,NA,8,NA,25,27,57,46,27,13,12,2,1.9600000381469727,73,21,2020,1735
19647336058291,M,Sepulveda (Fran,Sepulveda (Francisco) Middle,2038,Los Angeles Unified,401,Los Angeles,18,NA,98,519,514,14,5,No,No,No,No,70,44,NA,15,NA,30,25,77,32,24,13,20,10,2.5199999809265137,66,30,2351,2209
19647336058309,M,South Gate Midd,South Gate Middle,2039,Los Angeles Unified,401,Los Angeles,18,NA,100,488,480,16,8,No,No,No,No,93,29,No,13,NA,28,28,60,40,31,15,12,2,2.0399999618530273,88,13,4117,3862
19647336058317,M,Stevenson (Robe,Stevenson (Robert Louis) Middle,2040,Los Angeles Unified,401,Los Angeles,18,NA,100,480,455,17,25,Yes,Yes,Yes,Yes,97,45,NA,6,NA,29,26,66,53,26,11,8,2,1.7899999618530273,68,24,2233,2131
19647336058325,M,Sutter (John A.,Sutter (John A.) Middle,2041,Los Angeles Unified,401,Los Angeles,18,NA,97,516,489,16,27,Yes,Yes,Yes,Yes,78,33,NA,19,NA,34,22,78,30,28,18,20,4,2.390000104904175,73,22,1375,1169
19647336058333,M,Van Nuys Middle,Van Nuys Middle,2042,Los Angeles Unified,401,Los Angeles,18,NA,100,534,514,14,20,Yes,No,No,No,83,43,NA,14,NA,32,27,72,31,27,14,20,7,2.440000057220459,79,21,1336,1137
19647336058341,M,Virgil Middle,Virgil Middle,2043,Los Angeles Unified,401,Los Angeles,18,NA,98,461,439,18,22,Yes,Yes,Yes,Yes,90,50,No,15,NA,34,28,44,39,25,12,22,2,2.2300000190734863,73,22,2818,2470
19647336058358,M,Webster (Daniel,Webster (Daniel) Middle,2044,Los Angeles Unified,401,Los Angeles,18,NA,99,510,474,16,36,Yes,Yes,Yes,Yes,85,28,NA,19,NA,27,27,64,23,27,18,26,5,2.630000114440918,64,23,1108,902
19647336058366,M,White (Stephen ,White (Stephen M.) Middle,2045,Los Angeles Unified,401,Los Angeles,18,NA,99,581,535,13,46,Yes,Yes,Yes,Yes,68,18,NA,10,NA,33,24,84,20,27,20,30,2,2.6700000762939453,71,20,1834,1569
19647336058374,M,Wilmington Midd,Wilmington Middle,2046,Los Angeles Unified,401,Los Angeles,18,NA,99,468,431,18,37,Yes,Yes,Yes,Yes,84,32,NA,8,NA,31,26,54,39,32,16,12,2,2.059999942779541,64,21,1978,1742
19647336058382,M,Wright (Orville,Wright (Orville) Middle,2047,Los Angeles Unified,401,Los Angeles,18,NA,99,657,649,8,8,Yes,No,No,No,33,5,NA,16,NA,29,27,81,4,11,28,43,14,3.509999990463257,72,13,1402,1231
19647336061394,M,Audubon Middle,Audubon Middle,2048,Los Angeles Unified,401,Los Angeles,18,NA,98,474,473,16,1,No,No,No,No,63,6,NA,21,NA,27,26,79,9,24,28,36,3,3,57,30,1931,1806
19647336061402,M,Berendo Middle,Berendo Middle,2049,Los Angeles Unified,401,Los Angeles,18,NA,97,451,416,19,35,Yes,Yes,Yes,Yes,90,51,No,9,NA,28,26,65,44,24,10,11,12,2.2200000286102295,66,18,3027,2830
19647336061410,M,Burroughs (John,Burroughs (John) Middle,2050,Los Angeles Unified,401,Los Angeles,18,NA,98,693,679,6,14,Yes,No,No,No,65,21,NA,12,NA,29,26,62,9,14,18,46,13,3.4100000858306885,69,15,1860,1733
19647336061428,M,Clay (Henry) Mi,Clay (Henry) Middle,2051,Los Angeles Unified,401,Los Angeles,18,NA,98,418,392,20,26,Yes,Yes,Yes,Yes,96,12,NA,28,NA,27,25,29,19,28,22,28,3,2.680000066757202,61,31,1772,1565
19647336061436,M,Dodson (Rudecin,Dodson (Rudecinda Sepulveda) Middle,2052,Los Angeles Unified,401,Los Angeles,18,NA,99,683,690,6,-7,No,No,No,No,42,12,NA,7,NA,30,27,76,14,20,20,35,10,3.059999942779541,83,12,1710,1613
19647336061444,M,Edison (Thomas ,Edison (Thomas A.) Middle,2053,Los Angeles Unified,401,Los Angeles,18,NA,99,403,378,21,25,Yes,Yes,Yes,Yes,91,50,No,9,NA,29,24,38,54,27,8,10,2,1.7899999618530273,76,22,2241,2110
19647336061451,H,Foshay Learning,Foshay Learning Center (K-12),2054,Los Angeles Unified,401,Los Angeles,18,NA,94,502,473,16,29,Yes,Yes,Yes,Yes,91,31,No,31,17,28,26,56,34,25,19,18,3,2.309999942779541,69,23,3235,2837
19647336061469,M,Gage (Henry T.),Gage (Henry T.) Middle,2055,Los Angeles Unified,401,Los Angeles,18,NA,99,446,435,18,11,No,No,No,No,85,36,No,10,NA,29,27,82,55,24,10,9,3,1.809999942779541,79,18,3342,3199
19647336061477,M,Hale (George El,Hale (George Ellery) Middle,2056,Los Angeles Unified,401,Los Angeles,18,NA,99,747,716,4,31,Yes,Yes,Yes,Yes,24,10,NA,11,NA,32,28,92,9,14,22,41,15,3.390000104904175,86,10,2099,1906
19647336061485,M,Henry (Patrick),Henry (Patrick) Middle,2057,Los Angeles Unified,401,Los Angeles,18,NA,97,648,634,8,14,Yes,Yes,Yes,Yes,52,15,NA,29,NA,32,27,78,10,22,25,35,8,3.0999999046325684,74,15,1093,929
19647336061501,M,Le Conte (Josep,Le Conte (Joseph) Middle,2058,Los Angeles Unified,401,Los Angeles,18,NA,100,499,493,15,6,No,No,No,No,75,50,No,11,NA,29,26,37,25,24,16,28,7,2.690000057220459,62,27,2141,1956
19647336061519,M,Madison (James),Madison (James) Middle,2059,Los Angeles Unified,401,Los Angeles,18,NA,100,519,518,14,1,No,No,No,No,83,35,NA,12,NA,28,22,70,25,23,19,27,6,2.6600000858306885,69,22,2030,1933
19647336061527,M,Markham (Edwin),Markham (Edwin) Middle,2060,Los Angeles Unified,401,Los Angeles,18,NA,96,402,385,21,17,No,No,No,No,83,37,NA,15,NA,28,29,51,32,31,16,18,3,2.2799999713897705,55,35,1782,1520
19647336061535,M,Mt. Vernon Midd,Mt. Vernon Middle,2061,Los Angeles Unified,401,Los Angeles,18,NA,98,443,436,18,7,No,No,No,No,79,37,No,16,NA,28,24,55,32,29,15,23,2,2.3499999046325684,64,29,2039,1769
19647336061543,M,Nobel (Alfred B,Nobel (Alfred Bernhard) Middle,2062,Los Angeles Unified,401,Los Angeles,18,NA,99,742,731,3,11,Yes,Yes,Yes,Yes,39,5,NA,9,NA,31,23,68,5,13,20,45,17,3.569999933242798,81,18,1891,1815
19647336061550,M,Olive Vista Mid,Olive Vista Middle,2063,Los Angeles Unified,401,Los Angeles,18,NA,97,461,446,18,15,No,Yes,No,No,80,37,NA,10,NA,29,23,6,52,22,24,2,0,1.7599999904632568,55,28,1939,1675
19647336061568,M,Parkman (Franci,Parkman (Francis) Middle,2064,Los Angeles Unified,401,Los Angeles,18,NA,100,618,584,11,34,Yes,Yes,Yes,Yes,47,23,NA,16,NA,30,30,87,16,22,23,31,8,2.930000066757202,67,10,1203,1099
19647336061576,M,Peary (Robert E,Peary (Robert E.) Middle,2065,Los Angeles Unified,401,Los Angeles,18,NA,99,516,518,14,-2,No,No,No,No,63,14,NA,14,NA,28,27,50,13,24,24,36,3,2.9200000762939453,65,24,2288,2099
19647336061584,M,De Portola (Gas,De Portola (Gaspar) Middle,2066,Los Angeles Unified,401,Los Angeles,18,NA,99,724,707,5,17,Yes,No,No,No,45,16,NA,12,NA,32,30,89,10,19,19,34,18,3.309999942779541,79,18,2139,1757
19647336061600,M,Sun Valley Midd,Sun Valley Middle,2067,Los Angeles Unified,401,Los Angeles,18,NA,99,443,426,19,17,No,No,No,No,84,48,No,8,NA,27,28,55,48,27,12,11,2,1.9299999475479126,66,29,2688,2510
19647336062699,M,Reed (Walter) M,Reed (Walter) Middle,2068,Los Angeles Unified,401,Los Angeles,18,NA,100,639,599,10,40,Yes,Yes,Yes,Yes,62,29,NA,8,NA,34,25,76,20,18,18,30,15,3.009999990463257,82,16,1933,1841
19647336066278,E,Miller (Loren) ,Miller (Loren) Elementary,2069,Los Angeles Unified,401,Los Angeles,18,NA,98,417,354,22,63,Yes,Yes,Yes,Yes,100,61,No,20,19,28,NA,3,64,18,14,0,5,1.6399999856948853,55,35,749,644
19647336066286,E,Saturn Street E,Saturn Street Elementary,2070,Los Angeles Unified,401,Los Angeles,18,NA,97,516,464,17,52,Yes,Yes,Yes,Yes,97,57,No,28,17,27,NA,13,18,39,26,18,0,2.440000057220459,63,26,449,338
19647336066294,M,Curtiss (Glenn ,Curtiss (Glenn Hammond) Middle,2071,Los Angeles Unified,401,Los Angeles,18,NA,99,550,540,13,10,No,No,No,No,51,3,NA,22,NA,32,28,79,6,19,30,40,5,3.200000047683716,69,22,1172,959
19647336068431,M,El Sereno Middl,El Sereno Middle,2072,Los Angeles Unified,401,Los Angeles,18,NA,100,522,509,15,13,No,No,No,No,91,34,NA,9,NA,28,24,43,36,30,16,16,2,2.190000057220459,66,28,2171,1995
19647336071435,E,Castlebay Lane ,Castlebay Lane Elementary,2073,Los Angeles Unified,401,Los Angeles,18,NA,100,835,813,NA,22,Yes,Yes,Yes,Yes,7,5,NA,9,19,32,NA,45,0,4,11,41,44,4.25,87,8,589,552
19647336071443,E,Kennedy (Robert,Kennedy (Robert F.) Elementary,2074,Los Angeles Unified,401,Los Angeles,18,NA,98,474,427,19,47,Yes,Yes,Yes,Yes,89,64,NA,28,19,27,NA,69,44,30,18,5,4,1.940000057220459,75,17,450,334
19647336089700,E,Fishburn Avenue,Fishburn Avenue Elementary,2075,Los Angeles Unified,401,Los Angeles,18,NA,98,473,425,19,48,Yes,Yes,Yes,Yes,91,73,No,15,19,27,NA,17,50,33,13,4,1,1.7300000190734863,58,33,759,650
19647336094726,E,Community (Elem,Community (Elem),2076,Los Angeles Unified,401,Los Angeles,18,NA,99,833,818,NA,15,Yes,Yes,Yes,Yes,36,13,NA,10,18,32,NA,44,2,6,14,50,29,3.9700000286102295,89,6,241,224
19647336097927,E,Open Magnet: Ce,Open Magnet: Center for Individual (Char,2077,Los Angeles Unified,401,Los Angeles,18,NA,99,840,816,NA,24,Yes,No,No,No,33,25,NA,11,20,29,NA,0,0,0,0,0,0,NA,100,0,276,241
19647336100069,E,Balboa Gifted/H,Balboa Gifted/High Ability Magnet Elemen,2078,Los Angeles Unified,401,Los Angeles,18,NA,100,965,952,NA,13,Yes,Yes,Yes,Yes,15,1,NA,21,19,32,NA,99,0,9,12,45,34,4.039999961853027,100,0,590,572
19647336104822,E,Sunrise Element,Sunrise Elementary,2079,Los Angeles Unified,401,Los Angeles,18,NA,97,483,455,17,28,Yes,Yes,Yes,Yes,100,80,NA,16,17,28,NA,90,68,26,5,2,0,1.409999966621399,69,29,379,341
19647336107064,E,Pio Pico Elemen,Pio Pico Elementary,2080,Los Angeles Unified,401,Los Angeles,18,NA,98,493,484,16,9,No,No,No,No,82,67,No,20,19,28,26,58,37,33,14,13,2,2.0899999141693115,65,29,1570,1385
